,Comments
37,"Damn, what a great film. Like just honest to god what a great film. I love the dimensions they truly dive into with all the characters"
38,"Al Pacino comes out swinging with a variation on his usual character, a flawed yet layered cop from LA with a vaguely southern accent and a sleeping problem. A game of Cat and Cat with Robin Williams makes this crime thriller tremendously watchable. Also directed by Chris Nolan so you know it's going look perfect."
39,www.youtube.com/watch?v=BR621wTW_Ow
40,"Insomnia is an intelligent, incredibly well-acted, and enthralling crime thriller featuring a truly chilling turn by the late great Robin Williams, beautiful cinematography, and excellent direction from Christopher Nolan."
41,"I just love Christopher Nolan's movies, he is very good!"
42,Ranking: Coronavirus Quarantine
43,"First time seeing this in years and what a travesty it's never been released on Blu-ray in the UK so I had to import. Some of the finest work of Al Pacino and Robin Williams career. Pacino plays the morally ambiguous cop whose mental and physical state are slipping very well, while Williams does the chilling serial killer to extremely disturbing effect. The location makes for an interesting change of scenery to these sorts of films, every is overly bright and gives it a unique atmosphere. One of Christopher Nolan's most underrated pieces of work in his rich filmography."
44,robin williams was secretly the most versatile actor huh
45,"al pacino already looks tired, imagine if he had insomnia."
46,But what the fuck?
47,Watched on HBOMax.
48,al pacino & robin williams are treat to watch in this.
49,LOL they played real life FROGGER
50,"Elevated by excellent performances from both Al Pacino (who isn't really trying here but continues to amaze) and Robin Williams in this dark tale revolving around an intense character study. Insomnia keeps its viewers wide awake with the psychological chills it utilizes to a compelling extent of compromises and grisly backdrops, as all other surrounding qualities serve as solid in this examined crime thriller that is invested within the inventive conscience."
51,put me to sleep three different times
52,"so while i did enjoy it, i also wish it had been just a little bit more nolan."
53,"Cops are dirty. But they have really good reasons, I promise."
54,being real.
55,76/100
56,Nolan doing Twin Peaks. Amazing soundtrack.
57,Great movie!
58,One of the rare instances where a film is considered to be underrated for all three of the main stars and the director also.
59,"is a fantastically acted thriller, and there are some incredible moments, but I can't say it's one of my favorites. Maybe it's my fault for only sleeping 4 hours before watching this, but I found it a bit difficult to focus on it, especially at the beginning. It does pick up considerably, when Robin Williams is introduced, and it gets really exciting in the second half. It's great, but it's sadly one of my least favorite Nolan movies. I'll definitely rewatch it in a few months, though. 8/10"
60,ironic because this film cured my insomnia!!!
61,"Whoever was demanding that Nolan direct the next Bond film must really fancy a bloated, cold, sexless Bond film."
62,do you actually thinks this deserves a 3.5 rating or do you need to grow up??
63,The first 20 minutes of this had a very strong resemblance to the Twin Peaks pilot (one day I will finish that show) which was an unfortunate point for me to come to because I spent the rest of the runtime wondering what David Lynch's Inception would look like.
64,Nolan Flicks Ranked
65,Nothing special. Fairly generic but finely made thriller. The three leads make it very watchable.
66,Christoper Nolan's magnum opus.
67,"isn't good, I had a good time with it. It's always fun to think about the possibilities tho"
68,"Maybe not my favorite Nolan but it's still really great. He manages to explore a lot of different themes in this movie like guilt, problems with integrity of law... It's maybe his most straightforward movie but he adds a certain mood with his detective with insomnia which works really well. Al Pacino and Robin Williams are the weirdest duo ever but their talent is unmatched, Pacino really looked tired. I wondered what if DDL got that role, he wouldn't sleep for months and would probably kill someone..."
69,nolan ranked
70,"this movie gets better, his performance is outstanding and his scenes are really good - the rest of the film is also pretty good, but I didn't love or like it THAT much, sadly."
71,"Thanks to the great performances from Al Pacino and Robin Williams, the beautiful cinematography and some absolutely thrilling sequences, Insomnia is a tense, suspenseful and completely unpredictable film with great direction from Christopher Nolan and a chilling atmosphere."
72,I'm sleepy. Night night.
73,"As for the film, I loved the vibes, but you can never feel the weight of the crime that propels the narrative, and we so easily lose sight of the female victim."
74,"Nothing particularly special, but a great thriller nonetheless. I was locked in the entire time. Pacino crushes it here."
75,This guy crossed the line and didn't even blink.
76,A credible remake. But right now I'd say I still prefer the Norwegian Insomnia with Stellan Skarsgard.
77,"Lo de haber matado a gente es broma, eh. La peli me ha dado un buen rato. Recordaba que duraba tres horas y no llega a dos."
78,i haven't watched a nolan film for the first time since 2017 and since then this has been the only one i hadn't seen. so yay! finished a filmography! (TENET comes out next week here so until then anyway.) this didn't really do much for me. it's a normie movie about dirty cops and the setting is the most interesting thing about it because parts of the world where the sun never sets for part of the year inherently intrigue me. love to see al pacino SPRINT though! but yeah acab including hilary swank
79,"A cold and stark thriller that, for me, never gets old. I like it just as much now as I did when I was 14 and first saw it. Robin Williams is mesmerising."
80,86/100
81,"A taught compelling thriller that shows Christopher Nolan can knock it out of the park, even with someone else's script."
82,"Christopher Nolan, please go back to making R rated thrillers"
83,"The only real issue with this film was that editing. Other than that, I was pretty much engaged with what Christopher Nolan did here."
84,"Between a gay cowboy as The Joker, a serial killer as Batman, and Mrs. Doubtfire as a murderer, it is impossible to judge Christopher Nolan's casting decisions. If Noah Centineo is the lead in his next movie, you bet your ass that it is the right choice."
85,Not as good as The Last Boy Scout.
86,", but this is easily his worst film. That being said, it does offer an intriguing narrative, a small amount of Nolan flair, and an excellent atypical performance from Robin Williams. The oppresive tone is well constructed, and I really felt the protagonist's exhaustion throughout the film. I just wish that that tiredness and insomnia actually added more to the central plot and themes."
87,"plays a villain, and he fucking nails it."
88,"I am now officially a Christopher Nolan completionist. The contrarian part of myself wanted to walk off declaring his best movie, but in truth, it's just okay. It does raise my belief that Nolan is a far better director than a writer though, he brings a certain professionalism and competency behind the camera to this thriller that raises it a cut above. He should make more movies set in the pacific northwest, a region with a naturally cold and foggy atmosphere suits him well, I feel as if this is by far his best looking movie."
89,"One of Christopher Nolan's worst movies, and it still is really good. Nolan is definitely one of my favorite directors. Insomnia is a well-crafted thriller filled with great characters and a good story. The acting is superb. Pacino is really good as the sleep deprived detective, and Robin Williams is pretty good too. It is a bit slow at times, and it has some plot holes (How did nobody find the bullet, but when Hilary Swank searched for it, she found it immediately?) That aside, Insomnia is a really good movie with amazing cinematography. Alaska is beautiful."
90,Did anyone else see Pacino kiss the pole at 1:12:40 because wtf
91,p.s. This guy just wanted to have some sleep and to have some weird-ass dreams within dreams whithin another dreams(((((
92,Christopher Fincher
93,al pacino looks tired in everything so he was perfect for this role
94,I miss poor Robin Williams
95,And the Oscar for most tired looking goes to Al Pacino.
96,An excellent crime drama.
97,RIP Robin Williams.
98,Forgot to log this
99,59/100
100,"Unpredictable and unconventional in all the best ways possible. Al Pacino, Hillary Swank and Robin Williams are at the top of their game here while Christopher Nolan gives us yet another severely overlooked yet remarkably crafted and suspenseful gem."
101,"Easily one of Nolan's weakest movies, but I still found it enjoyable. I found the story very compelling, the acting was very good, the score very well composed, and the direction and cinematography were both very appropriate. In my opinion, Robin William's existence in this movie was a bit distracting and was a little hard to take seriously. The quality of this movie suffers from several bad editing choices and a few too many goofy lines in the screenplay (""You're just a little prick in a leather jacket!""). Not an amazing movie, but overall pretty solid and very watchable - 6/10."
102,More people need to see this underrated Nolan film.
103,"Other than Robin Williams' portrayal of Walter Finch which is actually pretty genius casting, this is solely a competently made crime thriller. Nolan at his bare minimum."
104,Christopher Nolan Ranked
105,Let me sleep ... just let me sleep
106,"haven't seen the original yet but i saw this in the theater when it came out and remembered bits and pieces in a very nolanesque manner. which is interesting, given this felt like one of his more restrained pictures. the overlit twin peaks adjacent setting provides great context for a quality pacino post ""hoo-ah"" lead performance. hilary swank is great in her naive/conflicted role, and robin williams almost too good as a creepy sociopath"
107,"is probably the most conventional film in Christopher Nolan's filmography, seeing as it's a remake, and yet it's still one of his most compelling. Marking his first foray into big budget filmmaking, Nolan expertly crafts a sharply cold and calculated film, that's bolstered by some late career best performances from a somnolent Al Pacino and a rather creepy Robin Williams."
108,"'s only compelling aspect is its lead performances by pacino and williams. otherwise, it is a dull, overlong ""thriller"" devoid of thrills. i shouldn't have bothered with this one."
109,"Obviously this movie is overshadowed by every other film in Christopher Nolan's filmography. But this is an excellent cat and mouse thriller that keeps you on the edge of your seat. Nolan gets excellent performances from Al Pacino and Hilary Swank. But the most impressive comes from Robin Williams playing against type. He is amazing in this. I still haven't seen the original Norwegian version of this, which I have heard is superior. But this one is really underrated. I hope Nolan goes back to making gritty R-rated films like this and Memento one day. I doubt that will happen though."
110,"Widely considered Christopher Nolan's weakest film, I believe it is severely underrated and flawless. The film is tense and taut. Somehow makes you feel as if you were suffering from insomnia just like Al Pacino's character. Al Pacino, Robin Williams and Hilary Swank are all excellent in this."
111,"Insomnia is a solid thriller, but there's not much more to it. Pacino leads the film well and Williams delivers a fantastic supporting performance that makes the entire film worth watching. Nolan directs as well as he usually does, and the script is compelling enough. That's its central issue though; it's just ""enough."" It really doesn't stick out from the crowd, and at points, the glacial pacing gets to be a tad annoying. Insomnia is a worthy beginning to Nolan's studio filmmaking, but, with the exception of Williams' performance, is mostly forgettable and sadly close to be a cure for its titular affliction."
112,"A taut and morally twisted mystery thriller with all the signature stamps of Nolan, Insomnia is a strong lead poison. A poison that grows upon you with multiple inhales."
113,"I'm a massive Christopher Nolan fan having seen all his movies bar Following as of typing this and Insomnia is probably the closest to a police procedural on CBS (where his bother, Jonathan Nolan is doing the excellent Person of Interest)/NBC that he's done - because essentially it is one, only with Al Pacino and Robin WIlliams, who put in some fantastic acting here. The cinematography is excellent and the atmosphere is superb, with some great, haunting visuals and an excellent setting. Hillary Swank is able to hold her own against Pacino and Williams as well, with the excellent cast really helping this movie shine."
114,"This is either one of the best 3.5 star films, or one of the worst 4 star films. This was a very unique and interesting type of Crime/Drama film. Al Pacino and Robin Williams were excellent. Although this is Nolan's worst film so far, it's still very good."
115,"While it is Nolan's weakest, it still pulls out some great performances from Williams and Pacino. It has a more of straight forward plot than his other work but Nolan makes it a lot more effective than other thrillers out there. The gloomy lonely cinematography is prominently shown to a great effect in actually making you slightly tired."
116,Slow burn but very rewarding as it progresses. This is definitely gonna grow on me the more times I watch it.
117,The ending was good.
118,Nolan is a strong director and this is a great effort from him. It's the story that brings this one down because it doesn't feel super tight. But the performances of Pacino and Williams are fantastic.
119,everyone say thank you christopher nolan for giving us al pacino and robin williams together in a movie
120,. If anything it made me less hyped.
121,3.5/5
122,detective dunkaccino is on the case
123,Obviously it's a Nolan picture because the characters act in the name of justice.
124,must a movie be good? is al pacino verbally abusing high school kids in dumpsters until they cry not enough??
125,"This remains a pretty bollocks film, like every Nolan I've seen..."
126,8/10
127,One thing I stayed for is the evolution of the window covering- it becomes less organized and more and more desperate with each night. And I love unhinged protagonists.
128,"I know I can pick up some enemies around here by my opinion, but again I came across a Nolan movie that made me sleepy."
129,You should check out the Calm app it has Cillian Murphy
130,", I really do, but making a film without a giant plot hole just isn't an option for him, is it?"
131,i'd have sworn to you that david fincher directed this
132,get worse.
133,This movie is just another proof that Nolan should be swimming in Oscars like Scrooge McDuck in money. One of a kind filmmaker.
134,Robin Williams as a bad guy was not something I was expecting.
135,"It might not have felt so at the time, but formally this is pure Nolan, particularly the investment in cross-cutting and the frenetic flash frame construction of some of the action. Pacino's in good form here, particularly in terms of selling the physicality of Dormer's extreme exhaustion. Solid movie."
136,"Went into this not expecting much, but I was pleasantly surprised by it. Great plot, great performances, and very good editing. The only thing that keeps it from being great to me is the weak third act because it felt like they didn't know what to do. I was hoping for something psychological, but it instead was a basic shootout. Definitely worth a watch and better than most people say."
137,Gets a bit convoluted but somehow remains a fairly tight thriller. The last good performance Pacino has put on film? Hopefully the next Scorsese will remedy that.
138,"is a well acted, beautifully shot film that exudes a dark, brooding atmosphere. Robin Williams was surprisingly fantastic as the deranged villain, and Pacino was excellent as well (as he usually is). Nolan's direction was mostly solid, though this is certainly one of his weaker films."
139,"Have not seen this since it was originally in the theaters and I like it now even more. Best part about it is how Pacino & William's characters keep one-upping each other trying to get dominant control of the situation. The acting, cinematography, and score are superb."
140,Amazing. I'm glad the real account of catching Alaskan murderer Dimitri Keogh has finally been documented on film.
141,(I know Jonathan Nolan is from Chicago. The joke works better if he has a British accent. Fuck you.)
142,"Believe it or not, people refer to this as Nolan's worst film. That's honestly horseshit. If you haven't seen this because of those rumors, or for any reason, do yourself a favor and watch this underrated masterpiece."
143,6.3/10
144,"I avoided this one for a long time because I thought it was an adaptation to the Stephen King novel of the same title. (Wasn't a fan of that book, if you couldn't guess.) This was actually very enjoyable. Robin Williams knocks his role out of the park, and Pacino isn't bad either. I wish Williams and Pacino had been on screen together more, though."
145,"when someone knows everything about the other, is it a must to say ""ugh, you did your homework""?"
146,Eye bags on fleek
147,Al Pacino has one of the best sleepy expressions ever in this.
148,Christopher Nolan Films Ranked
149,#RW
150,"It looks stunning and the story is excellent, I really enjoyed this."
151,"Good but not my favourite Nolan by a long shot. I think you could have even justified another 10-15 to give Swank a bit more of a role than she had but Pacino and Williams have good chemistry, surprising not so cerebral from Nolan (well nothing is compared to memento really) but still an interesting piece."
152,"This doesn't feel like any other Nolan movie. It's hard to tell if he had the choice of the cast, score, or source material. Al Pacino does play wonked out insomniac well, even if the character of ""Al Pacino, actor"" hangs too heavy on the movie. The story plays out well enough, but it doesn't cut like every other Nolan movie does. This feels like a Kubrick to Spartacus movie, a studio project where the director is an afterthought to the point their voice is taken out of the movie. That might not have been the case, I don't know, but that's how it certainly seems."
153,fatpie42.livejournal.com/266588.html
154,"The story was different enough to be interesting but nothing super original or exciting. Still, it wasn't boring and it is worth a watch, especially if you want to see Williams in an unusual role."
155,"Not Nolan's best but still a good not great psychological drama. Al Pacino gives a great performance as the L.A.P.D legendary cop with mental issues of guilt with Insomnia. Hilary Swank is great as the rookie Alaska detective. Robin Williams who doesn't appear on-screen until an hour into the film, he's excellent. Insomnia starts off very slow first 30 minutes which is the reason why I didn't give this a higher rating but once it's settles in the last hour & 20 minutes of the film, it's good."
156,"Holy, Robin Williams had range! What a sad loss."
157,Al Pacino really sucks at frogger
158,The level of exhaustion Al Pacino wears on his face here....honestly goals
159,No one is innocent
160,Director Christopher Nolan's post-Memento paycheck gig - and least distinctive film - outshines the Norweigan original thanks to taut writing by Hillary Seitz and underrated performances from Al Pacino and Robin Williams.
161,he has become that fucking owl.
162,P.S.- Al Pacino should have had dark circles around his eyes by the end of the movie. Just saying.
163,it is absolutely bonkers to watch someone as beloved as robin williams play a role that was clearly written for kevin spacey
164,Good movie severely underrated tbh. Love Pacino and Williams dynamic is good and the premise has a unique spin it was good but not perfect. Pacing was the main issue
165,.
166,"Insomnia has some great scenery and performances but man I couldn't get into this as much as I wanted to. The script just felt painfully generic and Nolan's direction was just kinda there I guess? I haven't seen the original film this is based on but this definitely screamed ""weaker american adaptation"" to me."
167,"A better-than-average psychological thriller, and perhaps Nolan's most straightforward film in terms of narrative structure and chronology. Alaska-as-Purgatory works really well, with the eerie fog, dark waters, and unyielding midnight sun. A tale of a guilty L.A. cop having his hidden sins exposed has a particular resonance in our present times. The light shines in the darkness, and the darkness has not overcome it."
168,robin williams and al pacino were robins williams and al pacino. this was underwhelming
169,"The last movie I needed to watch to complete my Nolan rank. Oh my god I was not expecting Robin Williams to be that convincing as a bad dude. His lack of screen time, mannerisms, and the way he talked, I was just like damn! I am scared of this guy. The least 'Nolan' of his movies I think. But that can sometimes be a compliment. He is so hit and miss for me, moreso than probably any other director. But this a good one tho."
170,"It shows that the border between good and bad is more complicated that it sounds . It's psychological , intense and dark . Al Pacino and Robin Williams had fantastic performances ."
171,I wish Robin Williams had played more psychos.
172,"is a very polished and intriguing thriller filled with twists, with great seasoned actors as protagonists, featuring beautiful tense cinematography and successfully utilizing the setting of Alaska effectively."
173,Great acting - decent plot - odd editing choices at times.
174,"solid script, but a masterclass in editing."
175,", but still manages to be a mostly engaging crime thriller that features solid performances from Pacino and Williams."
176,"I forgot this was directed by Christopher Nolan, it just felt like a mix of The Snowman and Hangman."
177,A showcase of the insane talent of Robin Williams and Al Pacino in a near-perfect thriller with a somewhat predictable and conventional final act.
178,Probably Nolan's least ambitious out of his filmography. But still Insomnia is an effective enough psychological thriller that's well-shot and features stellar performances from Al Pacino and Robin Williams.
179,Nolans least rewatchable film... And probably his worst. It's still pretty good. Probably a 4 star movie but watching it again adds nothing so just don't rewatch it.
180,not much of a visual sense though
181,.
182,it didn't feel like a nolan film but i still really enjoyed it
183,"While it may not be the deepest or most thought provoking psychological thriller, ""Insomnia"" ultimately works as well as it does due to the terrific performances of the cast. Al Pacino and Hilary Swank are terrific as usual but it's Robin Williams who steals the show as the menacing and creepy antagonist. Christopher Nolan direction is strong and has certain sequences that will surely have you gripping the edge of your seat. A rather underrated crime thriller."
184,"Coyly subverts cop-drama expectations and turns the typical cat-and-mouse game on its head, although the final act still needlessly succumbs to unwanted action tropes."
185,"Though Nolan's mystery drama is a well-crafted work of film driven by an outstanding Al Pacino, the story is far too straightforward for both my taste in murder mysteries and my expectations of Christopher Nolan. Nonetheless, I will not attempt to deny what this film does get right, which is a few solid performances, an interesting story that is capable of making you feel as though you have secrets to hide, and solid direction as always from one of the best directors around. It's an entertaining and well-written drama, but if you're a fan of Nolan's mind-blowing twists, you won't be quite as satisfied."
186,"was enjoyable enough, however I was expecting more from this particular director who a vast majority of people adore so much. I thought the plot could have been stronger, it wasn't particularly suspenseful at any point and perhaps the screenplay was a little lazy. Liked the performances, but quite possibly a film I'll forget about by tomorrow."
187,im sorry Nolan...I can only suspend my disbelief so much...there is no way in hell that Robin Williams is successfully navigating over that log river
188,Who has Two Thumbs and Loves Blowjobs?
189,"Christopher Nolan is the consummate plain yogurt director. ""Insomnia"" is a pulpy haze of webbed shadows, but the safety net is always present. Al Pacino is the gruff, dogged cop with weathered eyes and a dodgy temperament. Physically, he is present, but otherwise the actor looks to be spiritually someplace else. And nothing is more upsetting than Hilary Swank playing a version of Amanda Peet."
190,Now just let me get some sleep..
191,Gunda
192,"not my favorite thing Christopher Nolan has ever done but it makes for an entertaining mystery thriller, especially because of Al Pacino and Robin Williams."
193,"Definitely worth the watch for Robin William's performance. It is not bad for one of Nolan's early works, but I don't see myself rewatching it."
194,Nolan is a genius
195,This is just an another average thriller but watchable for the subtle performances of Al Pacino and Robin Williams.
196,Gosh Williams is outstanding in this film. I judged Pacino for too long he is always so good
197,"Like he strikes me as someone that wouldn't laugh if he saw someone fall on ice but if there was a killer pun about cinema with a great punchline, he would do a light chuckle then find himself one day remembering it while brushing his teeth in front of the mirror"
198,"Robin Williams could've killed a dozen people right in front of me and still convinced me it didn't happen with the power of his kind, soothing voice."
199,When they're running across those logs it's like Frogger and Robin Williams is a GAMER.
200,For as original and mind-bending a lot of Christopher Nolan's movies are...this surely feels a lot like Se7en (by David Fincher)? Does anyone else agree with me in that this just feels so similar to that?
201,so boring bruh oh my god come on chris wtaf bro
202,Also quite the irony of watching this when TENET got delayed again lol.
203,UNDERRATED
204,"TENET hype got me to finally watch this early Christopher Nolan film, and man I have no idea why I waited this long to watch this film! Pacino and Williams' dialogues were perfectly written and this script was way more than a standard cop mystery. Still, somehow thinking of more recent Nolan films I thought of a twist that was going to happen but then it didn't, but when the credits rolled I was nevertheless wholly impressed."
205,"Not Nolan's best movie but still great with good story, unique setting and solid performances by all the cast."
206,please why is this so boring..........
207,"I'm not ready to give this 5 stars but that doesn't change the fact that this movie is fantastic! It's comlex, it's layered and it's very well written. Great performances and of course the directing from Nolan is incredible. This just further proves my opinion that he is the best director of all time."
208,"P.S. Now with this and the short ""Doodlbug"" I've now seen all of Christopher Nolan's films to date."
209,7/10
210,"Yeah, that ending sequence sure is worse than the rest of the film. Though the rest is really good, so it don't necessarily have to say so much about the ending. But it kind of does anyway."
211,R.I.P Robin Williams. HUGE loss
212,#Insomnia
213,"One of Nolan's stronger films, IMO. He doesn't try to do too much and creates a beautiful recreation of a story with a parallelism between guilt and insomnia...hehe"
214,Solid movie with an incredible performance from both Al Pacino and robin Williams.
215,"Kind of underwhelming considering the cast and crew. The fact that Nolan made this between Memento and Batman Begins, a completely unique take on the psychological thriller and then a completely unique take on a superhero movie, makes Insomnia even less impressive. Insomnia is a good thriller, but I just don't think it's as great as one would expect."
216,Solid Nolan film.
217,A murder mystery that has zero mystery and tension. The sleepy small town atmosphere is nice and makes it feel a bit different from the other Nolan movies.
218,B+
219,"A super underrated film. Tough to compete with most of Mr Nolan's ouevre but it isn't his worst film as some would have you believe. There's plenty to like about it. This review really seems to be damning with faint praise but I think it's a very solid thriller with excellent performances and an intriguing premise. I'll get around to the original eventually, I'm sure."
220,"al pacino chewing gum to cure anxiety, THAT'S ME!!"
221,"Dude could have just gotten some melatonin, would've been out in minutes."
222,What? The main character's wife is alive? NotMyNolan
223,me tomorrow when my alarm goes off
224,Christopher Nolan Ranked
225,"Insomnia isn't anything particularly novel or special, but Nolan uses the sleeplessness of Pacino's character to his advantage, creating a gradual loss of control as the film progresses, and using light to create suspense, instead of darkness, which is always very cool."
226,"Alaska looks beautiful, what a great setting for any movie. You get Williams, Pacino, and Swank. Oh and Pacino is slowly losing his mind, great performance."
227,"Like Seven, but under a microscope, and ten floodlights for good measure. Beautiful, lite-brite neo noir. And some damn fine acting to boot."
228,this film gave me insomnia due to how boring it was
229,dunkaccino!
230,he's so sleepy!
231,boxd.it/5hKTQ
232,"So desperately wants to be a Fincher movie, but fails in just about every department"
233,i love you chris nolan but what was this
234,Insomnia and Memento >>>> Inception and Tenet
235,"(2008), with Christian Bale and Heath Ledger dueling each other."
236,Loved it once again.
237,Christine Nolan Ranked
238,A crime thriller starring Al Pacino and Robin Williams directed by Nolan was always going to be great.
239,Low key totally bonkers Pacino performance.
240,"Solid crime thriller, doesn't reinvent the wheel but is held together by strong performances from Al Pacino and Robin Williams. Could tell Nolan didn't write this, but that's not necessarily bad"
241,"This is still just a solid watch. There's good ""unleashed detective"" stuff. The Pacino-Williams scenes don't disappoint. The chase scenes stand out. I think what impresses me the most is that the Robin Williams character is 2 steps ahead and 80000 IQ smarter. Really interesting stuff."
242,Well... watching Good Will Hunting will never be the same
243,7/10
244,"A well made thriller with great execution and direction (of course), filled with some excellent performances."
245,of them all
246,"Al Pacino throwing a curve ball in this movie. Instead of giving us his usual crazy eyes, he gives us drowsy eyes."
247,Robin Williams playing the creepy bad guy is such a rare occurrence but he does such a good job
248,Underrated Nolan film. Man was just tryna sleep
249,"Far from Nolan's best, but still a good film in it's own right. Al Pacino and Robin Williams deliver some damn solid performances and are backed by some decent writing and an intriguing plot. I can't help but feel like parts and elements of this have been done better by other films, but this is not by any means a bad movie. It's not an essential Nolan film, but I enjoyed it."
250,"It's a regular cop-chases-a-killer story. As cliched as it sounds, I'll say it anyway, this, undoubtedly is Nolan's anomaly, probably the worst per his standards, yet notches above the mediocre noir films."
251,and sets Nolan on a journey to be a phenomenal filmmaker.
252,"Everything about Robin Williams' character elevates this film, but unfortunately be doesn't really come in until at least an hour into the film. As far as English-language remakes go, it's not terrible."
253,I was waiting for Al Pacino to whisper ''Insomnia'' at the end of the movie.
254,Christopher Nolan Ranked
255,"Intense script, enjoyable watch, cat and mouse chasing the killier of a girl in some very pretty Alaskan location. Who will survive? Could watch again."
256,"Without sleep, consciousness becomes a walking dream laced with guilt. And maybe it's impossible to walk through grime without being covered in it, but the suggestion that actions taken with purity by a younger generation can actually lead to a positive future is such a pleasant one."
257,"Also, what happened to Maura Tierney, and why isn't she in everything?"
258,Al Pacino in this movie is like me when I take Ambien before work.
259,". Truly, the most standout aspect of this project is Robin Williams' performance as the serial killer, churning out a chillingly disturbing performance that overshadows Al Pacino tenfold."
260,"Polished, adult commercial filmmaking, much more than the straightforward procedural I was expecting."
261,Robin Williams is the Gollum to Al Pacino's Smeagol. I'm only kind of joking.
262,"This didn't feel like a Nolan movie. It wasn't necessarily bad, but it wasn't really good either in my opinion."
263,"This gets better every time I see it, only Christopher Nolan could pull a performance this good out of an aging Al Pacino while Robin Williams is excellent."
264,Pacino and Williams (RIP) are what acting is all about.
265,Pay close attention to Williams performance in this.
266,"Surprising, gripping thriller, with good performances - one of Robin Williams's least-talked-about ones, unfortunately, but he's brilliantly creepy in it."
267,"This was the last Nolan film left for me to see, and I really enjoyed it. Pacino is Pacino and Williams does a good job portraying the killer. Nolan's use of the camera and editing here adds to the thrill of the film, having us question every object and fact- thus achieving what a mystery/ psychological thriller should do. Shot in a beautiful location, and entertaining. 7.6/10"
268,"It's always good to start a Sunday with a piece of good film-making. Even though his body of work is still pretty limited, Chris Nolan remains one of those directors I hold dear to my heart. Always keen on hopping genres and experimenting... and always delivering."
269,"Also, its nice to see Pacino actually in a good film this side of the millennium."
270,"The story was a bit predictable, especially the 3rd act. I really couldn't have told you this was directed by Nolan unless I was told before hand. Thoroughly ""meh"", and Swank actually might be a dude. Fact."
