,Comments
137,One unforgettable movie experience that no one should miss out on.
138,what
139,Score: 8/10
140,WHAT
141,Iconic.
142,is probably his best film from a technical standpoint.
143,"I hate Chris Nolan, in the best possible way."
144,plays in the end fucking give me literal CHILLS
145,"First time I watched this movie I was too young to really appreciate it, but I absolutely love it now. This was so much fun to watch. Also, Cillian Murphy is very underrated and deserves bigger roles."
146,Bitch...!
147,Not too much to say that hasn't been said. I really want to rewatch this.
148,vm.tiktok.com/ZMe2QV5ud/
149,what if we kissed three levels down in ur dreamscape
150,why watch a new movie when i can just rewatch this once a month
151,I don't love as much as my first watch but I still like Inception a lot.
152,so confused but yes agreed
153,must one understand a film? is it not enough to simply be in awe of it and thirst over the lead actors?
154,at the theaters when it came out so i couldn't miss the opportunity to make this my first movie watched in theaters after 249 days and i'll be watching THE DARK FUCKING KNIGHT in a few minutes!!!!!!! you guys don't have idea of how happy i'm right now!!!!!!!!!!!!!!!
155,JOSEPH GORDON LEVITT in a dream in a dream in a dream in a dream
156,"is even halfway as good as this fucking movie, we're in for a goddamn treat."
157,"(Based on that, my new big dream is hack Leo's mind and spend 50 years building a city with him, bye)"
158,"Anyways, play ""Time"" at my funeral, please and thank you. I want all of you weeping."
159,I can relate to Arthur because I too am in love with Eames.
160,). I am indeed crying.
161,Good.
162,you are showing off
163,"as a female in architecture school i really loved ellen page's character because i, too, would ask ZERO questions if leonardo dicaprio approached me and asked me to illegally design worlds for people's dreams"
164,"I discover something new about this film, so I'm pretty sure I will never get tired of it."
165,p.s. u were kinda cute in the 90s when u looked like a depeche mode reject
166,Thanks for reading!
167,review should be up tomorrow night around 9pm
168,christopher nolan please fucking tell me 2020 is just a dream inside a dream
169,This mind bending film certainly lived up to the expectations that I had for it. Tom Hardy and Leonardo Dicaprio are my favourites in this film they both put on great performances. Great action and extremely memorable scenes. Sure some of it may be complex and hard to get your head around but overall inception will be a classic forever.
170,i feel that
171,"When I was an early teen hyped as fuck on this picture I showed it to my mom. Every once in a while I'd catch her in my peripheral vision looking completely wrapped up in the story, eyes laser-focused with a smirk on her face. It seemed as though she was ascending. By the end, I asked what she thought and she said she had zero clue as to what was happening and was just enamored by the sight of Leo and Tom Hardy. Love her lol."
172,"makes the upright, straight-faced professionalism of his characters here feel more palatable. The scene with Tom Hardy telling Joseph Gordon-Levitt to ""dream a little bigger, darling"" is one of those increasingly rare instances where you can see the exact moment someone becomes an A-list movie star."
173,FUCK IT FIVE STARS
174,This must be a dream... right?
175,"We are Hans Zimmer stans first, and humans second."
176,new drinking game: take a shot everytime someone says the word 'subconscious'
177,Anyways inception is cool !
178,LITERALLY NOTHING GETS ME MORE HYPED THAN THAT FUCKING HALLWAY SCENE!!!! YES SPIN AROUND!!! CRAWL ON THE WALL JGL!!!!!
179,i know i'm nine years late but HOLY SHIT
180,"which is gayer, being lgbtq+ or arthur and eames?"
181,"Watched this in school today. I hadn't seen this in nearly three years, so I totally forgot how mindblowingly smart and heartpoudingly intense it is. I'm not gonna write a lot, but I just gotta say that it'll definitely be moving up on my list (along with its younger brother Interstellar). Pure genius. Nolan's aptitude for perfecting heady ideas, narrative momentum, and emotional stakes never fails to astound me. A modern masterpiece that will probably go down as the greatest movie of the past ten years."
182,cillian murphy
183,Christopher Nolan Ranked
184,is just something out of this world.
185,by now it's one of my comfort movies so there is that
186,Christopher Nolan is truly a god when is comes to cinema!
187,"One of the more interesting dreams I've had in my life was when I had to protest Barack Obama's attempts to repossess my long deceased grandmother's house, despite the fact the building itself was in Northern Ireland. There ain't any shit like that in this movie. There is, however, abstraction disguised as subject beholden composition, intellect masquerading as an abundance of words, and corporate malfesance made into the engine of ""pure creation"". Certifiably a film that never improves."
188,was at the airport and being the dramatic b!tch that i am i listened to time by hans zimmer
189,"christopher edward nolan i love you and your wonderful, beautiful, incredible, WILD MIND!"
190,"Some people thought it was too confusing. If anything, I'd wished it was more confusing. It's the perfect organized chaos. Christopher Nolan did a perfect job writing and directing such a convoluted plot into a masterpiece."
191,"Not gonna write much, but yeah this is almost certainly making the top spot of the decade list. Really emotionally resonant and conceptually intriguing to me even after my exposure to art-house and other, more obscure films. The narrative momentum, tension, structure, and music go hand-in-hand to make for one of the most enthralling experiences, and it really blows me away every time."
192,she only refers to cillian as cheekbones
193,"(I'll swear I'll rewatch this and do a better review, it was really visually stunning and the whole concept was seriously great.)"
194,Happy Birthday Christopher Nolan :)
195,"More Tom Berenger in good movies, please!"
196,Inception is brilliant tho
197,And we are all its prisoners.
198,Arthur + Eames walked so Protagoneil could run
199,"Fun, clever, cinematic, it's one of Nolan's best."
200,"""An idea is like a virus. Resilient. Highly contagious. And even the smallest seed of an idea can grow. It can grow to define or destroy you."""
201,if you see me log cillian murphy's entire filmography no you didn't
202,Exposition is fun when it's interesting.
203,"tom hardy calling joseph gordon-levitt darling, that's very pleasant to me."
204,Me: I hope Tenet is better than this
205,I actually had thought of this movie years before it came out. But Nolan just had to extract it from me. My totem is a chewed pencil that my ex left on my desk before she left me for Sven Baker. It still smells like her... And sadness... And Sven....
206,"paprika, is that you?"
207,"Amazing to see and hear on the big ass screen, the wooooommmmmmms even drowned out when Alice fell asleep."
208,joseph gordon-levitt and tom hardy are so gay in this movie
209,"my braincells worked so hard today especially now after I rewatched this movie, I'm gonna need a therapy or just a deep sleep with dream within a dream within a dream"
210,This is just a masterpiece of film making. Everything from the score to the acting is outstanding. Could watch it again right now after just watching it.
211,History has just written. It' the first film in Letterboxd that reached 1 million viewers.
212,made me like that one a lot less.
213,it lived up to all the hullabaloo... letterboxd users you win this round
214,c u f e
215,here
216,"This film still holds up today for so many reasons. I wanna talk about probably my favorite part of the film and that has to be the action. This movie has beautiful editing, special effects, and much more. It has a great and interesting story that is entertaining the whole way. Along with, great characters, great actors, and perfect casting choice. The end of this film has such a strong feeling to it you can easily connect to it and how the characters are feeling. 10/10. Must watch."
217,STFU NO WHAt IM NOT OKAY. SO DID HE NOT WAKE UP IS HE LOST IN HIS MIND FOREVER IM NOT OKAH WHAG THE FUCK
218,watched this for the first time on my birthday back in july and was sorta mehhh on it back then but i decided to rewatch it tonight and totally understood it more and WOW ok christopher nolan really snapped
219,no i did not rewatch i just wanted to say that spotify wrapped said that time by hans zimmer was my 2nd top song
220,this is not something they made... like this is some professional shit!! like this shit is in different areas man... what the fuck!
221,2) mal is the most annoying character
222,"Please... Play ""Time"" by Hans Zimmer at my funeral... Which is right now, because Nolan just killed me."
223,perfect movie that I saw 4 times in theaters and my parents got so mad
224,The coolest therapy session of all time.
225,Bro Nolan hates his wife
226,"Wow, the first time I watched this was 4 years ago. I can't believe it has been so long. I wasn't really impressed by it, probably due to the high expectations I had. This time around, I think I liked it more and found the dream bending experience more impressive than my first time viewing, but I still need to give this another go."
227,and they were dreammates
228,"I cannot stop mentioning how incredibly well this movie is written, produced, acted, shot and scored. It is a master piece! This is the kind of flick that you sit down and let it overwhelm you with it's greatness. It is a must watch! Bravo!"
229,100%
230,movie ending.
231,"Well, this was a lot better than I remembered. One of those films where it actually feels like you've been through an absolutely, unbelievably epic journey when the credits start rolling."
232,"okay, those that know me will know that i adore chris nolan and he's my second favourite director of all time, which is why i wish i understooor this, literally i'm confused from the opening scene, and rewatching it doesn't help me, can anyone help?"
233,wow lots of this movie is a bunch of explaining
234,"the acting is fantastic, the cinematography is fantastic, the cast is fantastic, I guess that's what's to be expected from a film with cillian murphy, tom hardy and leo dicaprio they really are the holy trinity c'mon guys"
235,*plays Time for the 100000th time*
236,The visuals were amazing and the storyline was really cool
237,if joseph gordon-levitt asked me for a kiss out of the blue i would also happily oblige and do it with no hesitations
238,post nolan film headaches are the best kind of headaches
239,Happy New Year (soon) everyone! :)
240,HANS ZIMMER DIDN'T HAVE TO GO SO HARD FOR THIS SCORE FUCK
241,I wish I saw these in theaters
242,i think joSeph gordon levitt is pretty neat
243,Christopher Nolan Ranked
244,I love everything and every single second of this breathtaking movie.
245,I was drawing while finishing this and at one point I looked up and saw Saito with his mouth like on something (he was taking the pin out of a grenade) and for a split second I honestly thought he had stopped to eat a fucking sandwich
246,(School really does be taking up my time smh)
247,If you don't like this movie then I hate you.
248,Inception.
249,even after watching this so many times
250,I would like to thank the costume department for joseph gordon levitt's pants
251,"Not bad. I don't fully understand why they had a scene of Tom Hardy saying the n-word. Maybe I will after another rewatch, but for now, I have to remove half a star from it for doing that."
252,the feeling that i get from the end of this movie is actually indescribable like i can't even put it into words it gets me every single time
253,i just want to live inside christopher nolan's mind how the fuck does he come up with things like this
254,my brain is MUSH.
255,patrocinado pelo sindiarquitetos
256,Satisfied with the result
257,director
258,"nolan didnt have to go this hard but he DID and that, ladies, is why we stan"
259,i was thinking about how much i hate int*rst*llar earlier so i watched this and now i've calmed down also i'm bald
260,"It's own kind of masterpiece. Seen it 6 times now. Could watch it anytime, it triggers all my emotions. The best modern classic of the new decade."
261,hans zimmer really went for it on the keyboard
262,rewatching this for the plot... the plot being cillian murphy
263,Some good fucking content
264,@tom hardy im free thursdays if you wanna come over and choke me out on thursdays the day that i am free .... for you to choke me out ... on thursday ..... tom hardy pls
265,"cillian murphy, elliot page, and joseph gordon-levitt are enough to turn me hetero y'all. inception was really just a conversion therapy scheme this whole time"
266,My dad when he wakes me up: NOT DREAMIN NOW ARE YA?
267,A mediocre movie with a climax for the ages.
268,Inception is one of the worst movies ever made
269,"chase in the ice, Guns through rain .."
270,The first time I watched Inception was July 2017 and it blew my f^^king mind the movie is superb.Christopher Nolan is a goddamn genius and the performances by Leonardo was fantastic. overall I give it 10/10.
271,The spinning top wobbles.
272,cast to be hot huh??
273,Am I dreaming or is this film actually THAT good?
274,me pretending like i understood this: wow what a masterpiece!
275,Hans Zimmer is THE man
276,"Christopher Nolan: ""You must not be afraid to dream a little bigger darling."
277,Christopher Nolan think loud mean excite and like to explain with big word for 90 min no stop but then the really inceptiony stuff starts going down and in the end is game changer I like rrrrrr
278,EDIT: Still a phenomenal movie despite characters running around and throwing projectiles at the screen.
279,The real question is... Did it stop spinning at the end?
280,"No I do not have issues with this film because I'm not an arrogant teenager with ""fully formed opinions"", and nor am I in my misery-addicted and hateful 40s."
281,Hypnotic as ever
282,"no YOU live in a society, i live in the christopher nolan cinematic universe"
283,"My parents whenever I don't finish my homework on time: ""This was your job goddamnit!"
284,NAHHH.... YALL I HAVE FUCKING CHILLSSSSSS IDC THIS SHIT IS GOING STRAIGHT TO MY FAVOIRITES
285,Just rewatched it wow I think it might be my favorite film of all time now
286,"I still don't understand how one man was able to think of this story, Christopher Nolan's mind!"
287,Paprika mal hecha we.
288,BWAHHHHHH
289,"""you mustn't be afraid to dream a little bigger, darling"""
290,"this made me realise how many intense screamy angsty roles leo keeps taking....... guy needs to take a chill pill, do a romcom or something"
291,maybe the worst possible movie to watch before bed...goodnight
292,"noch nicht gesehen hat, hat definitiv was in seinem Leben verpasst."
293,"Its been 8 years and i still need to know what heterosexual reason exists for eames and arthur to both have red, gambling related totems"
294,"p.s. ""time"" is the greatest piece of music ever crafted"
295,"Christopher Nolan is THE expert in grandiose, luxurious blockbusters."
296,a perfect film.
297,the plot: robert fischer
298,way to watch Inception is via the in-game big screen in Fortnite.
299,Woah. What a great story.
300,"Despite it being 85 percent exposition I still enjoy every bit of it. It's so intricate. Would have worked better as a novel than a film for the layers (literally) he was going for. Don't get me wrong, it's beautiful to look at and highly envisioned, it's just hard not to wish Nolan could make these real and vivid worlds with real and vivid characters. Probably will rewatch again soon with some sort of analysis. We'll see if I can stomach the plot-talk. Also I always forget Tom Hardy is in this. God bless him."
301,i also dream about cillian murphy
302,inception is a ridiculous movie. im supposed to believe joseph gordon levitt can knock guys out in one punch?
303,nolan movies based on how important time is
304,i had unholy thoughts for jgl throughout the entire film <3
305,idk who chose to put this back in cinemas but whoever you are I just wanna say I LOVE YOU
306,"Amazing movie with great acting, great set pieces, spectacular visuals and special effects and a confusing but interesting story. 10/10"
307,ldc ranked
308,Nolan
309,Holds up to the high standards of my middle school self and I am so happy for that.
310,wow tom hardy and leo dicap in a movie together is what dreams are made of
311,WAS HE DREAMING OR NOT COME ON CHRIST NOLAN
312,"Architecture, mazes, Penrose stairs, dream-time vs real time... my left brain had a blast with this movie! The logical side tried to find flaws but couldn't. Well-filmed, pretty airtight, and with a solid cast. It's been a long time since I've watched a sci-fi gem like that."
313,"Another Nolan masterpiece, great acting, action, story...Hans Zimmer's score is fantastic."
314,I especially liked the altered-gravity fight scenes.
315,It makes too much sense that Christopher Nolan's idea of a dreamscape is just different versions of a Michael Mann movie
316,my attention span wasnt cooperating but my grandma says tom hardy is awesome and she gives this 4 stars
317,"I'm going to be thinking about the ending of this movie for a long time, but all I know is that this film is one of the best films I've ever seen."
318,PERFECTION!!
319,"No matter how many times someone stops to point that fact out, it will always remain true."
320,oh ya super cool plot btw!
321,Just needed something to take my mind off the world today. This did the trick.
322,Christopher Nolan write a female character whose existence doesn't revolve around a man challenge
323,breaking news: cillian murphy has a WAP
324,My Favourites Films List
325,did i know what was happening at all times? no. did i still love it anyway? yes.
326,An elegant solution to keeping track of reality
327,The Dark Knight.
328,here :)
329,can we get an inception 2 where eames just bullies arthur for two hours thanks <3
330,christopher nolan is my hero
